Caption / Title,Item ID,Digital Image ID,Digital Image Source ID,Series ID,Series Title,Coverage Temporal,Coverage Place,Creating Agency ID,Creating Agency Title
Memorandum stating that all enemy reserves proceeding in Neutral ships to undertake military service should be removed on high seas as well as in British territorial waters 28 October 1914 to 2 November 1914,ITM1999829,DR25097,https://www.archivessearch.qld.gov.au/api/download_file/DR25097 ,S16865,General Correspondence,1910 to 1919,Queensland,A1521,Police Department Police Service Commissioners Office
Memorandum to the Commissioner for Railways from the General Traffic Superintendent reporting on the conveyance of the Fifth Light Horse from Brisbane to Liverpool 14 December 1914,ITM2148299,DR27017,https://www.archivessearch.qld.gov.au/api/download_file/DR27017 ,S9790,Hard Batch Series,1910 to 1919,Queensland,A366,Railway Department
Memorandum to the Premier of Queensland from the Major for Commandant 1st Military District Headquarters advising the arrival of 260 returned soldiers to Central Station 22 September 1919,ITM2107267,DR26124,https://www.archivessearch.qld.gov.au/api/download_file/DR26124 ,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Brisbane City,An/a,n/a
Memorandum to the Premier of Queensland from the Major for Commandant 1st Military District Headquarters advising the arrival of 565 returned soldiers to Central Station,ITM2107268,DR26125,https://www.archivessearch.qld.gov.au/api/download_file/DR26125 ,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Brisbane City,An/a,n/a
Memorandum to the Under Secretary of the Home Department from the Commissioner of Police in response to a letter from the Queensland Police Union about war service and police officers entitlements 17 December 1919 to 30 January 1920,ITM2139937,DR26929,https://www.archivessearch.qld.gov.au/api/download_file/DR26929 ,S16865,General Correspondence,Various decades,Queensland,A1521,Police Department Police Service Commissioners Office
Memorandum transcripts of telegrams and drafts of correspondence in connection with the inquiry concerning the Prime Minister W.M. Hughes and the egg throwing incident at Warwick Railway Station 29 November 1917 to 30 November 1917,ITM2125356,DR26744,https://www.archivessearch.qld.gov.au/api/download_file/DR26744 ,S16865,General Correspondence,1910 to 1919,Southern Downs Region,A1521,Police Department Police Service Commissioners Office
Minute Book No. 2 Queensland War Council 9 October 1916 to 29 January 1917,ITM314694,DR24596,https://www.archivessearch.qld.gov.au/api/download_file/DR24596 ,S16748,Queensland War Council Minute Books,1910 to 1919,Queensland,A1674,Queensland War Council
Minute Book No. 3 Queensland War Council 10 February 1917 to 14 May 1917,ITM314695,DR24597,https://www.archivessearch.qld.gov.au/api/download_file/DR24597 ,S16748,Queensland War Council Minute Books,1910 to 1919,Queensland,A1674,Queensland War Council
Minute Book No. 4 Queensland War Council 26 May 1917 to 3 September 1917,ITM314696,DR24598,https://www.archivessearch.qld.gov.au/api/download_file/DR24598 ,S16748,Queensland War Council Minute Books,1910 to 1919,Queensland,A1674,Queensland War Council
Minute Book No. 5 Queensland War Council 15 September to 26 November 1917,ITM314697,DR24603,https://www.archivessearch.qld.gov.au/api/download_file/DR24603 ,S16748,Queensland War Council Minute Books,1910 to 1919,Queensland,A1674,Queensland War Council
Minute Book No. 6 Queensland War Council 10 December 1917 to 18 February 1918,ITM314698,DR24604,https://www.archivessearch.qld.gov.au/api/download_file/DR24604 ,S16748,Queensland War Council Minute Books,1910 to 1919,Queensland,A1674,Queensland War Council
Minute Book No. 7 Queensland War Council 2 March 1918 to 15 July 1918,ITM314699,DR24605,https://www.archivessearch.qld.gov.au/api/download_file/DR24605 ,S16748,Queensland War Council Minute Books,1910 to 1919,Queensland,A1674,Queensland War Council
Minute Book No. 8 Queensland War Council 29 July 1918 to 5 September 1921,ITM314700,DR24606,https://www.archivessearch.qld.gov.au/api/download_file/DR24606 ,S16748,Queensland War Council Minute Books,Various decades,Queensland,A1674,Queensland War Council
Minute Book No.1 Queensland War Council 29 September 1915 to 25 September 1916,ITM314693,DR24595,https://www.archivessearch.qld.gov.au/api/download_file/DR24595 ,S16748,Queensland War Council Minute Books,1910 to 1919,Queensland,A1674,Queensland War Council
Minute book of the South Brisbane Peace Loan Committee 4 September 1919 to 16 April 1924,ITM665222,DR25275,https://www.archivessearch.qld.gov.au/api/download_file/DR25275 ,S4090,Peace Loan Committee Minute Book,Various decades,Brisbane City,A2475,South Brisbane City Council
Minute paper forwarded to the Commissioner of Police from Senior Inspector Geraghty regarding posters announcing the prohibition of temporary shelters within a one and a half mile radius of any Military encampment 6 May 1915,ITM1834911,DR24032,https://www.archivessearch.qld.gov.au/api/download_file/DR24032 ,S16865,General Correspondence,1910 to 1919,Brisbane City,A1521,Police Department Police Service Commissioners Office
Minutes of meetings Land Settlement Committee Part 1 15 August to 18 June 1923,ITM21883,DR25232,https://www.archivessearch.qld.gov.au/api/download_file/DR25232 ,S13746,Minutes of Meetings,1920 to 1929,Queensland,A2774,Land Settlement Committee
Minutes of meetings Land Settlement Committee Part 2 15 August 1921 to 18 June 1923,ITM21883,DR25233,https://www.archivessearch.qld.gov.au/api/download_file/DR25233 ,S13746,Minutes of Meetings,1920 to 1929,Queensland,A2774,Land Settlement Committee
Minutes of the meeting between the Hon. Minister for Railways Mr J. Adamson Minister for Education Hon. J. F. Hardacre and Col. Lee regarding arrangements for running of recruiting trains 26 July 1915,ITM2148306,DR27024,https://www.archivessearch.qld.gov.au/api/download_file/DR27024 ,S9790,Hard Batch Series,1910 to 1919,Queensland,A366,Railway Department
MOWBRAY Norma Violet 22 September to 21 June 1920,ITM451761,DR24662,https://www.archivessearch.qld.gov.au/api/download_file/DR24662 ,S335,Intestacy Files,Various decades,Queensland,A1170,Public Curator Office Brisbane
Notice of Motion in the High Court case of the King against Norman White and Arthur J. Buchanan in the matter of Cyril Norman Wood against Thomas Joseph Ryan Edward Granville Theodore Lewis McDonald and Cuthbert Butler December 1917,ITM2119766,DR26702,https://www.archivessearch.qld.gov.au/api/download_file/DR26702 ,S13274,Briefs and Associated Papers,1910 to 1919,Queensland,A19,Justice Department 
Notification from the Commissioner of Police about the Home Secretarys directive that police protection be provided to all speakers up to the date of the Referendum 11 October 1916 to 12 October 1916,ITM2039071,DR25123,https://www.archivessearch.qld.gov.au/api/download_file/DR25123 ,S16865,General Correspondence,1910 to 1919,Brisbane City,A1521,Police Department Police Service Commissioners Office
Petition sent to Hon. J. H. Coyne from returned soldier settlers from the Highland Estate requesting use of hall 28 November 1922,ITM2105353,DR26097,https://www.archivessearch.qld.gov.au/api/download_file/DR26097 ,S6773,Anzac Workers Committee Correspondence,1920 to 1929,Brisbane City,A1674,Queensland War Council
Petition addressed to the Hon T J Ryan and signed by officers of the Lands Department regarding the offer of services to assist in bringing the hostilities of World War I to a successful conclusion 5 August 1915,ITM1653891,DR22195,https://www.archivessearch.qld.gov.au/api/download_file/DR22195 ,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Brisbane City,A112,Chief Secretarys Department
Photograph of travelling kitchen 28 June 1915,ITM1957791,DR24660,https://www.archivessearch.qld.gov.au/api/download_file/DR24660 ,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Brisbane City,An/a,n/a
Police Department Memorandum of Instructions for the Military Parade through Brisbane Saturday 13 November 1915,ITM1834917,DR24038,https://www.archivessearch.qld.gov.au/api/download_file/DR24038,S16865,General Correspondence,1910 to 1919,Brisbane City,A1521,Police Department Police Service Commissioners Office
Portrait of Digby Frank Denham Premier of Queensland from 7 February 1911 to 1 June 1915,ITM2105335,DR26079,https://www.archivessearch.qld.gov.au/api/download_file/DR26079 ,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,1910 to 1919,Queensland,A2024,Premier and Chief Secretarys Department State Public Relations Bureau Photographic Unit
Portrait of Francis William Sutton Cumbrae-Stewart Registrar of University of Queensland from 1910 to 1925,ITM2105334,DR26078,https://www.archivessearch.qld.gov.au/api/download_file/DR26078 ,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,Various decades,Brisbane City,A2024,Premier and Chief Secretarys Department State Public Relations Bureau Photographic Unit
Portrait of Hubert Ebenezer Sizer 16 March 1918 to 11 May 1935,ITM2111734,DR26413,https://www.archivessearch.qld.gov.au/api/download_file/DR26413 ,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,Various decades,Queensland,A2024,Premier and Chief Secretarys Department State Public Relations Bureau Photographic Unit
Portrait of Sir William Webb judge of the Supreme Court of Queensland and the High Court of Australia undated,ITM2111735,DR26414,https://www.archivessearch.qld.gov.au/api/download_file/DR26414,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,Undated,Queensland,A2024,Premier and Chief Secretarys Department State Public Relations Bureau Photographic Unit
Portrait of University Graduates 1916,ITM2135948,DR26907,https://www.archivessearch.qld.gov.au/api/download_file/DR26907,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,1910 to 1919,Brisbane City,An/a,n/a
Poster advertising the Recruiting Committees Special Train August 1916,ITM2041777,DR25155,https://www.archivessearch.qld.gov.au/api/download_file/DR25155,S16865,General Correspondence,1910 to 1919,Queensland,A1521,Police Department Police Service Commissioners Office
Poster and specimen cards providing guidance for completing the Commonwealth War Census 18 August 1915,ITM2161253,DR27284,https://www.archivessearch.qld.gov.au/api/download_file/DR27284,S16865,General Correspondence,1910 to 1919,Queensland,A1521,Police Department Police Service Commissioners Office
Poster displaying the War Precautions Act 1914 and War Precautions Regulations 1914 27 November 1914,ITM2119783,DR26711,https://www.archivessearch.qld.gov.au/api/download_file/DR26711,S16865,General Correspondence,1910 to 1919,Queensland,A1521,Police Department Police Service Commissioners Office
Poster issued by Commonwealth of Australia Department of Defence concerning enemy subjects entering ships wharfs and docks 26 May 1915,ITM2119782,DR26710,https://www.archivessearch.qld.gov.au/api/download_file/DR26710,S16865,General Correspondence,1910 to 1919,Queensland,A1521,Police Department Police Service Commissioners Office
Procession in support of the First World War through Queen Street c. 1917,ITM2105329,DR26073,https://www.archivessearch.qld.gov.au/api/download_file/DR26073,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,1910 to 1919,Brisbane City,An/a,n/a
Procession in support of World War I through Queen Street Brisbane 1917,ITM1140016,DR2975,https://www.archivessearch.qld.gov.au/api/download_file/DR2975,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,1910 to 1919,Brisbane City,A2024,Premier and Chief Secretarys Department State Public Relations Bureau Photographic Unit
Procession through Queen Street commemorating the first Royal visit after the First World War c. 1920,ITM2105331,DR26075,https://www.archivessearch.qld.gov.au/api/download_file/DR26075,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,1920 to 1929,Brisbane City,An/a,n/a
Proclamation and schedules published in Government Gazettes about the reclaiming of land for the purpose of Soldier Settlements in the Brisbane land agent district and the Atherton land agents district 31 March 1917 - 15 April 1919,ITM2125361,DR26749,https://www.archivessearch.qld.gov.au/api/download_file/DR26749,S1139,Official Correspondence,1910 to 1919,Tablelands Region,A910,Office of the Governor of Queensland
Proclamation declaring bread to be subject to The Control of Trade Act 1914 18 January 1915,ITM1999809,DR24670,https://www.archivessearch.qld.gov.au/api/download_file/DR24670,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Proclamation declaring butter and cheese to be subject to The Control of Trade Act 1914 1 July 1915,ITM2039083,DR25135,https://www.archivessearch.qld.gov.au/api/download_file/DR25135,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Proclamation declaring certain additional goods to be subject to The Control of Trade Act 1914 25 September 1914,ITM2039088,DR25140,https://www.archivessearch.qld.gov.au/api/download_file/DR25140,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Proclamation declaring certain goods to be subject to The Control of Trade Act 1914 Some of the goods included were: Bacon Biscuits Candles Cocoa Coffee Condensed Milk Currants Drugs Flour Golden Syrup and Ham 28 August 1914,ITM2039089,DR25141,https://www.archivessearch.qld.gov.au/api/download_file/DR25141,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Proclamation declaring fodder to be subject to The Control of Trade Act 1914 15 September 1915,ITM2039077,DR25129,https://www.archivessearch.qld.gov.au/api/download_file/DR25129,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Proclamation declaring fresh milk to be subject to The Control of Trade Act 1914 31 August 1915,ITM2039078,DR25130,https://www.archivessearch.qld.gov.au/api/download_file/DR25130,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Proclamation declaring that from 2 February 1915 The Meat Supply for Imperial Uses Act of 1914 to be in force 30 January 1915,ITM1999808,DR24669,https://www.archivessearch.qld.gov.au/api/download_file/DR24669,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Proclamation declaring that wheat bran and pollard shall be additional goods subject to The Control of Trade Act 1914 17 June 1915,ITM1999806,DR24667,https://www.archivessearch.qld.gov.au/api/download_file/DR24667,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Proclamation declaring the day on which The Control of Trade Act 1914 shall commence 27 August 1914,ITM2039090,DR25142,https://www.archivessearch.qld.gov.au/api/download_file/DR25142,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Proclamation extending the operation of The Meat Supply for Imperial Uses Act of 1914 1 July 1915,ITM2039082,DR25134,https://www.archivessearch.qld.gov.au/api/download_file/DR25134,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Proclamation extending the operation of the Meat Supply for Imperial Uses Act of 1914 17 December 1915,ITM2039074,DR25126,https://www.archivessearch.qld.gov.au/api/download_file/DR25126,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Proclamation of a state of war between His Majesty and the Emperor of Austria King of Hungary 27 August 1914,ITM1957795,DR24336,https://www.archivessearch.qld.gov.au/api/download_file/DR24336,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Proclamation of state of war between His Majesty and the German Emperor 20 August 1914,ITM1957796,DR24337,https://www.archivessearch.qld.gov.au/api/download_file/DR24337,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Brisbane City,A112,Chief Secretarys Department
Proclamation of war between England and Bulgaria 4 November 1915,ITM1957797,DR24339,https://www.archivessearch.qld.gov.au/api/download_file/DR24339,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Brisbane City,A112,Chief Secretarys Department
Proclamation of war between His Majesty and the Sultan of Turkey 12 November 1914,ITM1957794,DR24335,https://www.archivessearch.qld.gov.au/api/download_file/DR24335,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Brisbane City,A112,Chief Secretarys Department
Proclamation that the Imperial Prize Court Rules 1914 apply to the Supreme Court of Queensland 27 August 1914,ITM2119787,DR26714,https://www.archivessearch.qld.gov.au/api/download_file/DR26714,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Proclamation under the provisions of The Control of Trade Act 1914 declaring that persons in possession of flour in excess of one ton and wheat in excess of 100 bushels to furnish returns to the Boards of Control 7 July 1915,ITM2039080,DR25132,https://www.archivessearch.qld.gov.au/api/download_file/DR25132,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Proclamation vesting all raw sugar in the Government of Queensland 30 June 1915,ITM2039084,DR25136,https://www.archivessearch.qld.gov.au/api/download_file/DR25136,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Pro-forma petition and supporting information from The Empire Patriotic League 27 December 1914 to 9 January 1915,ITM2046872,DR25288,https://www.archivessearch.qld.gov.au/api/download_file/DR25288,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Queensland,A112,Chief Secretarys Department
Programme showing the order of the unveiling and dedicating of the Cross of Sacrifice and Stone of Remembrance at Toowong Cemetery 25 April 1924,ITM2125351,DR26739,https://www.archivessearch.qld.gov.au/api/download_file/DR26739,S5402,Inwards and General Correspondence,1920 to 1929,Brisbane City,A40,Premier and Chief Secretarys Department
Public notice regarding the conditions for completing the Commonwealth of Australia War Census documents 18 August 1915,ITM2161252,DR27283,https://www.archivessearch.qld.gov.au/api/download_file/DR27283,S16865,General Correspondence,1910 to 1919,Queensland,A1521,Police Department Police Service Commissioners Office
Publication European War Correspondence regarding gifts from the oversea dominions and colonies highlighting the contributions from Queensland December 1914,ITM2046868,DR25284,https://www.archivessearch.qld.gov.au/api/download_file/DR25284,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Queensland,A112,Chief Secretarys Department
Queensland Government Gazette: Extraordinary Vol CIX No. 213 outlined events around Federal postal authorities refusing to transmit copies of Hansard No 37 containing a report of a Legislative Assembly debate on military censorship 27 November 1917,ITM2119770,DR26706,https://www.archivessearch.qld.gov.au/api/download_file/DR26706,S13274,Briefs and Associated Papers,1910 to 1919,Queensland,A19,Justice Department 
Queensland Patriotic Day at the Exhibition Grounds 28 August 1915,ITM2105330,DR26074,https://www.archivessearch.qld.gov.au/api/download_file/DR26074,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,1910 to 1919,Brisbane City,An/a,n/a
Queensland Public Service Patriotic Carnival to assist our wounded soldiers at Brisbane Cricket Ground Woolloongabba Sat July 31 1915,ITM635215,DR25111,https://www.archivessearch.qld.gov.au/api/download_file/DR25111,S2063,Miscellaneous Items including Plans and Maps,1910 to 1919,Brisbane City,A1871,Survey Office
Queensland Railways Weekly Notice No 322 13 August 1914,ITM2187878,DR27331,https://www.archivessearch.qld.gov.au/api/download_file/DR27331,S9790,Hard Batch Series,1910 to 1919,Queensland,A366,Railway Department
Railway timetable issued from General Traffic Managers Office listing the special trains conveying troops 10 Decmber 1914 to 12 December 1914,ITM2148300,DR27018,https://www.archivessearch.qld.gov.au/api/download_file/DR27018,S9790,Hard Batch Series,1910 to 1919,Queensland,A366,Railway Department
Railway timetable issued from General Traffic Managers Office listing the special trains conveying troops 21 November 1914 to 24 November 1914,ITM2148304,DR27022,https://www.archivessearch.qld.gov.au/api/download_file/DR27022,S9790,Hard Batch Series,1910 to 1919,Queensland,A366,Railway Department
Recommendation that a proclamation be issued under The Control of Trade Act 1914 regarding the export of butter from Queensland 7 July 1915,ITM2039081,DR25133,https://www.archivessearch.qld.gov.au/api/download_file/DR25133,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Recommendation that a proclamation be issued under The Control of Trade Act 1914 that people in possession of books or documents in relation to prices of goods declared under the act may be required to produce books to the Board of Control 10 July 1915,ITM2039079,DR25131,https://www.archivessearch.qld.gov.au/api/download_file/DR25131,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Recommendation that a War Council for the State of Queensland be constituted and members appointed,ITM2039075,DR25127,https://www.archivessearch.qld.gov.au/api/download_file/DR25127,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Recommendation that preference of employment be given to those who have fought for the Empire 16 September 1915,ITM2039076,DR25128,https://www.archivessearch.qld.gov.au/api/download_file/DR25128,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Recruiting Train Arrangements Timetable 15 August 1915 to 19 August 1915,ITM2148418,DR27025,https://www.archivessearch.qld.gov.au/api/download_file/DR27025,S9790,Hard Batch Series,1910 to 1919,Queensland,A366,Railway Department
Recruiting train Rockhampton 16 August 1915 to 20 August 1915,ITM282438,DR26896,https://www.archivessearch.qld.gov.au/api/download_file/DR26896,S8672,Miscellaneous Photographs,1910 to 1919,Rockhampton Region,A1497,Railway Department Chief Mechanical Engineers Branch
Recruiting train Rockhampton 16 August 1915 to 20 August 1915,ITM282438,DR26897,https://www.archivessearch.qld.gov.au/api/download_file/DR26897,S8672,Miscellaneous Photographs,1910 to 1919,Rockhampton Region,A1497,Railway Department Chief Mechanical Engineers Branch
Register entry number 4243 for a Perpetual Lease Selection for John Leak Land Agents District Warwick 4 June 1919 to 26 February 1920,ITM2110580,DR26347,https://www.archivessearch.qld.gov.au/api/download_file/DR26347,S13955,Registers of Selections,Various decades,Southern Downs Region,A18,Lands Department
Report and letters to the Department of Immigration Chief Secretarys Office from Helena B. Mills who was matron abaord the Rimutaka 30 November 1914 to 19 December 1914,ITM2139963,DR26932,https://www.archivessearch.qld.gov.au/api/download_file/DR26932,S5402,Inwards and General Correspondence,1910 to 1919,Queensland,A112,Chief Secretarys Department
Report by Hon. Secretary of the Discharged Maimed & Wounded Soldiers Fund 5 September 1921,ITM1999823,DR24881,https://www.archivessearch.qld.gov.au/api/download_file/DR24881,S6861,Minutes of Meetings Correspondence and Financial Records,1920 to 1929,Queensland,A2189,Trustees of the Discharged Maimed and Wounded Soldiers Fund
Report by the Chief Clerk of Northern Division Railways outlining contractors supplies and costs 27 October 1914,ITM2135811,DR26857,https://www.archivessearch.qld.gov.au/api/download_file/DR26857,S9790,Hard Batch Series,1910 to 1919,Brisbane City,A366,Railway Department
Report from Det Senr Sergt Donnelly noting that there had been an increased demand for revolvers 28 November 1917,ITM2125354,DR26742,https://www.archivessearch.qld.gov.au/api/download_file/DR26742,S16865,General Correspondence,1910 to 1919,Brisbane City,A1521,Police Department Police Service Commissioners Office
Report from Senior Sergeant OConnor Rockhampton Police Station about the disturbances at the 10 December conscription meeting addressed by Hon. W. Webster 11 December 1917,ITM2131413,DR26781,https://www.archivessearch.qld.gov.au/api/download_file/DR26781,S5263,General Correspondence,1910 to 1919,Rockhampton Region,A123,Home Secretarys Office
Report from Sub inspector Brosnan Maryborough District about a public meeting to advocate conscription 12 October 1916,ITM2041782,DR25160,https://www.archivessearch.qld.gov.au/api/download_file/DR25160,S16865,General Correspondence,1910 to 1919,Central Queensland,A1521,Police Department Police Service Commissioners Office
Report from the Commonwealth and State Ministers Conference which highlights a discussion about celebrating Anzac Day consistently across all states 11 November 1921,ITM2140139,DR26939,https://www.archivessearch.qld.gov.au/api/download_file/DR26939,S1043,Premiers Batch Files,1920 to 1929,Queensland,An/a,n/a
Report handed to newspapers supplied by the Commissioner for Railways comparing details about the transfer of troops from Brisbane to Sydney and Melbourne over two railway gauges 5 January 1915,ITM2148305,DR27023,https://www.archivessearch.qld.gov.au/api/download_file/DR27023,S9790,Hard Batch Series,1910 to 1919,Queensland,A366,Railway Department
Report of general railway patriotic fund c 1917,ITM289871,DR26741,https://www.archivessearch.qld.gov.au/api/download_file/DR26741,S8842,Report of General Railway Patriotic Fund,1910 to 1919,Queensland,A366,Railway Department
Reports to the Home Secretary from the Police Department about pro and anti conscription meetings held in Toowoomba and Pittsworth 29 November 1917 to 18 December 1917,ITM2131409,DR26777,https://www.archivessearch.qld.gov.au/api/download_file/DR26777,S5263,General Correspondence,1910 to 1919,Toowoomba Region,A123,Home Secretarys Office
Reports to the Sub Inspector of Police about the police duty roster and entry to the Government Printing Office by Captain Stephens 28 November 1917 to 3 December 1917,ITM2039073,DR25125,https://www.archivessearch.qld.gov.au/api/download_file/DR25125,S16865,General Correspondence,1910 to 1919,Brisbane City,A1521,Police Department Police Service Commissioners Office
Request from Australian Meat Export Co Ltd and response from the Chief Secretarys Office about shipping meat from Townsville to Brisbane 9 November 1915 to 18 November 1915,ITM2039087,DR25139,https://www.archivessearch.qld.gov.au/api/download_file/DR25139,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Queensland,A112,Chief Secretarys Department
Request from Queensland Meat Export and Agency Co Ltd and response from the Chief Secretarys Office about shipping meat to Thursday Island for feeding troops,ITM2039086,DR25138,https://www.archivessearch.qld.gov.au/api/download_file/DR25138,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Queensland,A112,Chief Secretarys Department
Review on the Queensland War Nurses Fund 2 November 1922,ITM1656294,DR22246,https://www.archivessearch.qld.gov.au/api/download_file/DR22246,S17942,Brisbane Audit Reports,1920 to 1929,Queensland,A2064,Auditor Generals Department
Secret despatch for quarter ending 30 June 1914 outlining events in the State of Queensland from the Lieutenant Governor Hon. Sir Arthur Morgan to the Secretary of the State for the Colonies 2 September 1914,ITM2043630,DR25242,https://www.archivessearch.qld.gov.au/api/download_file/DR25242,S12764,Letterbooks of Secret and Confidential Despatches and Telegrams,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Secret despatch for quarter ending 30 September 1914 outlining events in the State of Queensland from the Lieutenant-Governor Hon Sir Arthur Morgan to the Secretary of the State for the Colonies,ITM2048677,DR25662,https://www.archivessearch.qld.gov.au/api/download_file/DR25662,S12764,Letterbooks of Secret and Confidential Despatches and Telegrams,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Secret despatch for quarter ending 31 December 1914 outlining events in the State of Queensland from the Lieutenant Governor to the Secretary of the State for the Colonies 21 January 1915,ITM2049075,DR25665,https://www.archivessearch.qld.gov.au/api/download_file/DR25665,S12764,Letterbooks of Secret and Confidential Despatches and Telegrams,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Secret despatch for quarter ending 31 March 1915 outlining events in the  State of Queensland from the Governor Hamilton John Goold Adams to the Secretary of the State for the Colonies 19 July 1915,ITM2049084,DR25667,https://www.archivessearch.qld.gov.au/api/download_file/DR25667,S12764,Letterbooks of Secret and Confidential Despatches and Telegrams,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Secret despatch outlining events in the  State of Queensland from the Governor Hamilton John Goold Adams to the Secretary of the State for the Colonies 20 January 1920,ITM2049210,DR25671,https://www.archivessearch.qld.gov.au/api/download_file/DR25671,S12764,Letterbooks of Secret and Confidential Despatches and Telegrams,1920 to 1929,Queensland,A910,Office of the Governor of Queensland
Secret despatch outlining events in the State of Queensland from the Governor Hamilton John Goold Adams to the Secretary of the State for the Colonies 14 December 1915,ITM2049086,DR25669,https://www.archivessearch.qld.gov.au/api/download_file/DR25669,S12764,Letterbooks of Secret and Confidential Despatches and Telegrams,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Secret despatch outlining events in the State of Queensland from the Governor Hamilton John Goold Adams to the Secretary of the State for the Colonies 17 December 1917,ITM2049209,DR25670,https://www.archivessearch.qld.gov.au/api/download_file/DR25670,S12764,Letterbooks of Secret and Confidential Despatches and Telegrams,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Secret despatch outlining events in the State of Queensland from the Governor Hamilton John Goold Adams to the Secretary of the State for the Colonies 4 October 1915,ITM2049085,DR25668,https://www.archivessearch.qld.gov.au/api/download_file/DR25668,S12764,Letterbooks of Secret and Confidential Despatches and Telegrams,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
